,team1,team2,date,score,winner,elo1,elo2
3211,spirit,havu,2019-11-11 20:00:00+00:00,2 - 1,spirit,1496.2134754698927,1461.7503880599106
3212,intz,triumph,2019-11-11 01:00:00+00:00,2 - 0,intz,1517.488491646912,1400.0
3213,triumph,rugratz,2019-11-10 22:00:00+00:00,2 - 0,triumph,1400.0,1400.0
3214,japaleno,forze,2019-11-10 16:00:00+00:00,1 - 0,japaleno,1349.9489963869432,1563.6188468692824
3215,riot squad,intz,2019-11-10 02:00:00+00:00,2 - 0,riot squad,1440.7397731296978,1517.488491646912
3216,teamone,rugratz,2019-11-10 01:50:00+00:00,1 - 2,rugratz,1449.3931798141218,1400.0
3217,ben's anime,triumph,2019-11-10 01:15:00+00:00,1 - 2,triumph,1549.1804554894638,1400.0
3218,tricked,heretics,2019-11-15 16:30:00+00:00,1 - 0,tricked,1530.413134179778,1348.8057173808165
3219,gambit youngsters,copenhagen flames,2019-11-15 13:20:00+00:00,1 - 0,gambit youngsters,1444.313209982066,1522.7580213800259
3220,winstrike,gamerlegion,2019-11-15 11:30:00+00:00,0 - 1,gamerlegion,1310.6650048033384,1333.9753978313063
3221,rugratz,ascent,2019-11-09 22:00:00+00:00,2 - 1,rugratz,1400.0,1360.8254434903665
3222,mac-51,triumph,2019-11-09 22:00:00+00:00,0 - 2,triumph,1367.0358533420722,1400.0
3223,riot squad,ben's anime,2019-11-09 22:00:00+00:00,2 - 0,riot squad,1440.7397731296978,1549.1804554894638
3224,intz,teamone,2019-11-09 22:00:00+00:00,2 - 1,intz,1517.488491646912,1449.3931798141218
3225,winstrike,ago,2019-12-22 15:00:00+00:00,0 - 2,ago,1368.5040583546697,1468.4856959978056
3226,ago,havu,2019-12-22 11:30:00+00:00,2 - 0,ago,1468.4856959978056,1546.7378626014172
3227,nordavind,ago,2019-12-21 15:10:00+00:00,0 - 2,ago,1372.5719334067346,1468.4856959978056
3228,winstrike,havu,2019-12-21 11:30:00+00:00,2 - 1,winstrike,1368.5040583546697,1546.7378626014172
3229,ago,skade,2019-12-20 18:55:00+00:00,2 - 1,ago,1468.4856959978056,1478.654926501938
3230,wisla krakow,nordavind,2019-12-19 16:55:00+00:00,0 - 2,nordavind,1423.54820120153,1372.5719334067346
3231,pact,ago,2019-12-16 17:30:00+00:00,0 - 2,ago,1393.0563349430756,1479.7812234787775
3232,sj,nordavind,2019-12-16 14:30:00+00:00,0 - 2,nordavind,1492.8354597084665,1344.5174969403045
3233,winstrike,wisla krakow,2019-12-16 11:30:00+00:00,2 - 0,winstrike,1322.1293705945884,1404.5304689544864
3234,havu,skade,2019-12-18 18:55:00+00:00,2 - 0,havu,1546.7378626014172,1478.654926501938
3235,winstrike,pact,2019-12-12 13:30:00+00:00,2 - 0,winstrike,1322.1293705945884,1393.0563349430756
3236,ago,wisla krakow,2019-12-14 11:30:00+00:00,1 - 2,wisla krakow,1479.7812234787775,1404.5304689544864
3237,skade,nordavind,2019-12-11 11:55:00+00:00,2 - 0,skade,1466.2769531823494,1335.3793154001323
3238,havu,sj,2019-12-10 11:55:00+00:00,2 - 0,havu,1525.3459062210677,1477.261912365629
3239,nordavind,heretics,2019-12-08 14:55:00+00:00,2 - 0,nordavind,1335.3793154001323,1332.8834949957304
3240,unique,sj,2019-12-08 11:30:00+00:00,1 - 2,sj,1377.775311146179,1477.261912365629
3241,secret,sj,2019-12-06 15:15:00+00:00,0 - 2,sj,1420.0501907771225,1477.261912365629
3242,heretics,2115,2019-12-06 11:30:00+00:00,2 - 1,heretics,1332.8834949957304,1383.5789813134747
3243,izako boars,pact,2019-12-02 19:00:00+00:00,0 - 2,pact,1250.6996184041543,1357.6795368358332
3244,unique,hellraisers,2019-11-29 14:45:00+00:00,1 - 2,hellraisers,1398.4124337333164,1387.3407345289863
3245,havu,nordavind,2019-11-29 11:30:00+00:00,2 - 1,havu,1528.2879498835373,1330.3580771712782
3246,2115,pro100,2019-11-28 13:30:00+00:00,2 - 0,2115,1359.3745095983927,1433.5190906560754
3247,winstrike,wisla krakow,2019-11-27 18:05:00+00:00,0 - 2,wisla krakow,1325.2825704951802,1471.7870814347045
3248,izako boars,nordavind,2019-11-27 14:30:00+00:00,0 - 2,nordavind,1250.6996184041543,1330.3580771712782
3249,nemiga,secret,2019-11-26 19:30:00+00:00,0 - 2,secret,1367.4708366789723,1400.0
3250,skade,ago,2019-11-26 14:55:00+00:00,2 - 0,skade,1456.5690415924587,1422.8597377606047
3251,unique,heretics,2019-11-26 11:30:00+00:00,2 - 1,unique,1407.9780467931619,1367.015106609681
3252,hellraisers,pact,2019-11-25 17:30:00+00:00,2 - 1,hellraisers,1341.1909060542548,1343.9423338943384
3253,havu,sj,2019-11-25 14:30:00+00:00,2 - 0,havu,1588.7788325708307,1551.9724458846194
3254,nordavind,pro100,2019-11-24 17:55:00+00:00,2 - 1,nordavind,1301.7282498072186,1420.6580868481396
3255,2115,izako boars,2019-11-24 14:55:00+00:00,0 - 2,izako boars,1386.5027416450343,1256.9894257572396
3256,sj,wisla krakow,2019-11-23 11:55:00+00:00,1 - 2,wisla krakow,1551.9724458846194,1530.7153551791769
3257,pact,m1x,2019-11-23 15:10:00+00:00,2 - 0,pact,1343.9423338943384,1393.090001201414
3258,unique,winstrike,2019-11-23 17:55:00+00:00,0 - 2,winstrike,1407.9780467931619,1311.0877507785071
3259,ago,havu,2019-11-21 18:30:00+00:00,2 - 0,ago,1422.8597377606047,1588.7788325708307
3260,skade,heretics,2019-11-21 14:55:00+00:00,2 - 1,skade,1456.5690415924587,1367.015106609681
3261,hellraisers,nemiga,2019-11-20 14:55:00+00:00,2 - 0,hellraisers,1341.1909060542548,1367.4708366789723
3262,winstrike,m1x,2019-11-19 18:00:00+00:00,2 - 0,winstrike,1310.6650048033384,1420.5918226486506
3263,havu,nemiga,2019-11-19 11:30:00+00:00,2 - 0,havu,1536.841885131752,1392.2431445660511
3264,pact,ago,2019-11-18 14:30:00+00:00,1 - 2,ago,1349.3900247868664,1367.9198253906354
3265,unique,pro100,2019-11-18 11:30:00+00:00,2 - 0,unique,1383.870484556194,1444.1215607884235
3266,wisla krakow,2115,2019-11-14 15:00:00+00:00,2 - 0,wisla krakow,1486.6658382231594,1400.0
3267,hellraisers,sj,2019-11-14 11:30:00+00:00,1 - 2,sj,1370.4960511466854,1552.1506564361018
3268,nordavind,skade,2019-11-13 14:30:00+00:00,0 - 2,skade,1314.6232740942985,1443.6740173053788
3269,heretics,izako boars,2019-11-19 14:30:00+00:00,2 - 1,heretics,1348.8057173808165,1272.5206124139559
3270,izako boars,espada,2019-11-12 17:30:00+00:00,2 - 1,izako boars,1273.5865238964932,1378.5823579345993
3271,extremum,espada,2019-11-12 14:30:00+00:00,0 - 2,espada,1400.0,1378.5823579345993
3272,izako boars,skade,2019-11-12 11:30:00+00:00,0 - 2,skade,1273.5865238964932,1412.9072296907952
3273,espada,skade,2019-11-11 14:30:00+00:00,1 - 2,skade,1378.5823579345993,1412.9072296907952
3274,extremum,izako boars,2019-11-11 11:30:00+00:00,0 - 2,izako boars,1400.0,1273.5865238964932
3275,smash,big,2019-11-10 16:00:00+00:00,0 - 2,big,1510.8176124334514,1486.8988455298665
3276,intz,virtus.pro,2019-11-17 00:15:00+00:00,0 - 2,virtus.pro,1545.2149921153305,1357.9653104366203
3277,chaos,virtus.pro,2019-11-16 17:15:00+00:00,0 - 2,virtus.pro,1341.6403729220413,1357.9653104366203
3278,cr4zy,intz,2019-11-16 00:30:00+00:00,1 - 0,cr4zy,1511.4760694926365,1545.2149921153305
3279,virtus.pro,intz,2019-11-15 21:30:00+00:00,0 - 1,intz,1357.9653104366203,1545.2149921153305
3280,illuminar,sprout,2019-11-16 20:10:00+00:00,1 - 2,sprout,1411.4229681494962,1492.943909574155
3281,triumph,sprout,2019-11-16 15:00:00+00:00,0 - 2,sprout,1428.8082292315512,1492.943909574155
3282,heroic,illuminar,2019-11-15 22:45:00+00:00,1 - 0,heroic,1569.6259387062767,1411.4229681494962
3283,sprout,illuminar,2019-11-15 20:00:00+00:00,0 - 1,illuminar,1492.943909574155,1411.4229681494962
3284,sprout,heroic,2019-11-17 20:35:00+00:00,0 - 2,heroic,1492.943909574155,1569.6259387062767
3285,heroic,virtus.pro,2019-11-17 17:25:00+00:00,2 - 0,heroic,1569.6259387062767,1357.9653104366203
3286,cr4zy,sprout,2019-11-17 15:00:00+00:00,0 - 2,sprout,1511.4760694926365,1492.943909574155
3287,ascent,ben's anime,2019-11-09 02:30:00+00:00,1 - 2,ben's anime,1360.8254434903665,1549.1804554894638
3288,riot squad,rugratz,2019-11-09 02:30:00+00:00,2 - 1,riot squad,1440.7397731296978,1400.0
3289,triumph,teamone,2019-11-09 02:30:00+00:00,1 - 2,teamone,1400.0,1449.3931798141218
3290,intz,mac-51,2019-11-09 02:30:00+00:00,2 - 0,intz,1517.488491646912,1367.0358533420722
3291,forze,giants,2019-11-13 13:00:00+00:00,2 - 0,forze,1553.5072507117743,1422.188412076394
3292,sprout,illuminar,2019-11-12 13:00:00+00:00,2 - 0,sprout,1477.489460362513,1397.121760275057
3293,virtus.pro,cr4zy,2019-11-11 13:00:00+00:00,2 - 0,virtus.pro,1338.3810792141032,1491.9222365159867
3294,havu,hard legion,2019-11-10 12:30:00+00:00,2 - 0,havu,1461.7503880599106,1378.8647923978806
3295,ancient,ex-windigo,2019-11-07 11:00:00+00:00,2 - 0,ancient,1398.6345086305846,1380.807051900803
3296,yalla,gamerlegion,2019-11-08 20:00:00+00:00,0 - 2,gamerlegion,1385.523187139269,1324.1028130313196
3297,copenhagen flames,aristocracy,2019-11-08 13:00:00+00:00,2 - 0,copenhagen flames,1493.7562382262765,1469.7130584125905
3298,chiefs,order,2019-11-09 07:00:00+00:00,2 - 2,chiefs,1637.3316537551764,1494.326551866947
3299,genuine,order,2019-11-09 04:00:00+00:00,0 - 2,order,1461.2421784271294,1494.326551866947
3300,tricked,pro100,2019-11-08 17:00:00+00:00,0 - 1,pro100,1545.6706856704861,1378.7336498457917
3301,gamerlegion,cr4zy,2019-11-08 16:20:00+00:00,0 - 1,cr4zy,1324.1028130313196,1491.9222365159867
3302,cr4zy,spirit,2019-11-08 15:00:00+00:00,1 - 0,cr4zy,1491.9222365159867,1496.2134754698927
3303,avangar,heretics,2019-11-08 15:00:00+00:00,1 - 0,avangar,1602.7431002216606,1311.5309887149397
3304,nemiga,movistar riders,2019-11-08 14:00:00+00:00,0 - 1,movistar riders,1397.6227887398989,1404.578890411923
3305,spirit,virtus.pro,2019-11-08 14:00:00+00:00,1 - 0,spirit,1496.2134754698927,1338.3810792141032
3306,virtus.pro,avangar,2019-11-07 16:00:00+00:00,0 - 1,avangar,1338.3810792141032,1602.7431002216606
3307,virtus.pro,movistar riders,2019-11-07 15:00:00+00:00,0 - 1,movistar riders,1338.3810792141032,1404.578890411923
3308,sprout,spirit,2019-11-20 14:00:00+00:00,1 - 2,spirit,1504.5385853669115,1516.4601345531344
3309,hard legion,gamerlegion,2019-11-20 20:00:00+00:00,2 - 0,hard legion,1392.770671652867,1355.4755511061207
3310,big,ex-windigo,2019-11-20 11:00:00+00:00,2 - 0,big,1509.0150279884542,1361.8323831053265
3311,virtus.pro,illuminar,2019-11-07 19:00:00+00:00,1 - 0,virtus.pro,1338.3810792141032,1397.121760275057
3312,illuminar,spirit,2019-11-07 18:00:00+00:00,0 - 1,spirit,1397.121760275057,1496.2134754698927
3313,cr4zy,havu,2019-11-07 18:45:00+00:00,0 - 1,havu,1491.9222365159867,1461.7503880599106
3314,forze,phoenix,2019-11-07 18:45:00+00:00,1 - 0,forze,1563.6188468692824,1389.3413949930953
3315,pro100,avangar,2019-11-07 18:00:00+00:00,0 - 1,avangar,1378.7336498457917,1602.7431002216606
3316,virtus.pro,demise,2019-11-07 17:30:00+00:00,1 - 0,virtus.pro,1338.3810792141032,1325.6447144969836
3317,forze,cr4zy,2019-11-07 17:45:00+00:00,0 - 1,cr4zy,1563.6188468692824,1491.9222365159867
3318,nemiga,spirit,2019-11-07 17:00:00+00:00,1 - 0,nemiga,1397.6227887398989,1496.2134754698927
3319,movistar riders,forze,2019-11-07 16:00:00+00:00,1 - 0,movistar riders,1404.578890411923,1563.6188468692824
3320,ago,pro100,2019-11-07 16:00:00+00:00,0 - 1,pro100,1344.189080338633,1378.7336498457917
3321,nemiga,havu,2019-11-07 16:00:00+00:00,0 - 1,havu,1397.6227887398989,1461.7503880599106
3322,illuminar,japaleno,2019-11-07 16:00:00+00:00,1 - 0,illuminar,1397.121760275057,1349.9489963869432
3323,forze,avangar,2019-11-07 15:00:00+00:00,1 - 0,forze,1563.6188468692824,1602.7431002216606
3324,heretics,havu,2019-11-07 14:00:00+00:00,1 - 0,heretics,1311.5309887149397,1461.7503880599106
3325,movistar riders,pro100,2019-11-06 19:40:00+00:00,0 - 1,pro100,1404.578890411923,1378.7336498457917
3326,order,pc419,2019-11-07 10:40:00+00:00,2 - 0,order,1494.326551866947,1402.4707883108983
3327,chiefs,genuine,2019-11-07 07:30:00+00:00,2 - 0,chiefs,1637.3316537551764,1461.2421784271294
3328,syf,pc419,2019-11-07 07:30:00+00:00,1 - 2,pc419,1420.6053541192568,1402.4707883108983
3329,syf,genuine,2019-11-06 08:00:00+00:00,0 - 2,genuine,1411.5582932435289,1475.3274616482631
3330,chiefs,pc419,2019-11-06 07:30:00+00:00,2 - 0,chiefs,1609.234588809352,1408.160141921599
3331,chiefs,order,2019-11-06 09:30:00+00:00,2 - 0,chiefs,1609.234588809352,1508.1647701828147
3332,demise,cr4zy,2019-11-06 19:00:00+00:00,0 - 1,cr4zy,1325.6447144969836,1491.9222365159867
3333,tricked,japaleno,2019-11-06 18:00:00+00:00,1 - 0,tricked,1545.6706856704861,1349.9489963869432
3334,demise,pro100,2019-11-06 17:00:00+00:00,0 - 1,pro100,1325.6447144969836,1378.7336498457917
3335,pact,heretics,2019-11-06 17:00:00+00:00,0 - 1,heretics,1385.9231123686454,1311.5309887149397
3336,ago,heretics,2019-11-06 16:00:00+00:00,1 - 0,ago,1344.189080338633,1311.5309887149397
3337,avangar,cr4zy,2019-11-06 15:00:00+00:00,1 - 0,avangar,1602.7431002216606,1491.9222365159867
3338,gamerlegion,heretics,2019-11-06 14:00:00+00:00,1 - 0,gamerlegion,1324.1028130313196,1311.5309887149397
3339,bushido boyz,just swing,2019-11-07 03:00:00+00:00,0 - 1,just swing,1263.3443084187518,1305.0137142044011
3340,mythic,peeker's advantage,2019-11-07 02:00:00+00:00,0 - 1,peeker's advantage,1353.2882383450446,1267.3800377229954
3341,riot squad,rap gang,2019-11-07 01:00:00+00:00,1 - 0,riot squad,1440.7397731296978,1302.3752279697796
3342,mythic,riot squad,2019-11-06 03:00:00+00:00,0 - 1,riot squad,1348.1111779978933,1437.0331844218315
3343,peeker's advantage,just swing,2019-11-06 03:00:00+00:00,1 - 0,peeker's advantage,1282.2811318373767,1318.682821916896
3344,peeker's advantage,rap gang,2019-11-06 01:00:00+00:00,0 - 1,rap gang,1282.2811318373767,1306.3689701605292
3345,ex-bluejays,fate,2019-11-09 15:30:00+00:00,1 - 2,fate,1400.0,1400.0
3346,heretics,phoenix,2019-11-05 18:00:00+00:00,0 - 1,phoenix,1310.8003745394603,1354.3886508528392
3347,pro100,heretics,2019-11-05 17:00:00+00:00,1 - 0,pro100,1329.539888654677,1310.8003745394603
3348,spirit,avangar,2019-11-06 17:00:00+00:00,1 - 0,spirit,1496.2134754698927,1602.7431002216606
3349,virtus.pro,pact,2019-11-05 17:00:00+00:00,1 - 0,virtus.pro,1324.5810791824545,1437.1263928413352
3350,demise,japaleno,2019-11-05 16:00:00+00:00,0 - 1,japaleno,1366.2529957001143,1327.7411092666887
3351,heretics,spirit,2019-11-08 13:00:00+00:00,0 - 1,spirit,1311.5309887149397,1496.2134754698927
3352,pact,nemiga,2019-11-05 16:00:00+00:00,0 - 1,nemiga,1437.1263928413352,1416.7814246826813
3353,havu,gamerlegion,2019-11-05 16:00:00+00:00,1 - 0,havu,1481.2376700945645,1365.1978244859233
3354,pro100,gamerlegion,2019-11-05 15:00:00+00:00,1 - 0,pro100,1329.539888654677,1365.1978244859233
3355,forze,havu,2019-11-05 14:00:00+00:00,1 - 0,forze,1552.2118916355644,1481.2376700945645
3356,illuminar,izako boars,2019-11-05 17:00:00+00:00,1 - 0,illuminar,1425.4713947577836,1330.2172576676387
3357,izako boars,illuminar,2019-11-05 16:00:00+00:00,0 - 1,illuminar,1330.2172576676387,1425.4713947577836
3358,big,virtus.pro,2019-11-05 20:00:00+00:00,2 - 0,big,1423.0171390300645,1324.5810791824545
3359,tyloo,ehome,2019-11-13 09:35:00+00:00,0 - 2,ehome,1475.3699354033865,1436.2150654709499
3360,onethree,ehome,2019-11-13 07:00:00+00:00,0 - 2,ehome,1371.4589316528152,1436.2150654709499
3361,ehome,tyloo,2019-11-13 04:00:00+00:00,0 - 2,tyloo,1436.2150654709499,1475.3699354033865
3362,onethree,lynn vision,2019-11-12 13:20:00+00:00,2 - 1,onethree,1371.4589316528152,1352.0490790231304
3363,tyloo,lynn vision,2019-11-12 09:20:00+00:00,2 - 1,tyloo,1475.3699354033865,1352.0490790231304
3364,onethree,ehome,2019-11-12 06:00:00+00:00,1 - 2,ehome,1371.4589316528152,1436.2150654709499
3365,onethree,5power,2019-11-05 12:50:00+00:00,2 - 0,onethree,1360.4183239682968,1284.712228638563
3366,aster,ehome,2019-11-06 09:00:00+00:00,0 - 2,ehome,1400.0,1378.7683910101387
3367,ehome,d7g,2019-11-06 07:00:00+00:00,2 - 0,ehome,1378.7683910101387,1400.0
3368,aster,tyloo,2019-11-04 12:00:00+00:00,0 - 2,tyloo,1400.0,1441.0699119453727
3369,5power,lynn vision,2019-11-05 09:00:00+00:00,2 - 1,5power,1284.712228638563,1400.0
3370,invictus,onethree,2019-11-05 06:00:00+00:00,1 - 2,onethree,1393.1911719608006,1360.4183239682968
3371,ehome,tyloo,2019-11-04 09:00:00+00:00,0 - 2,tyloo,1378.7683910101387,1441.0699119453727
3372,aster,d7g,2019-11-04 04:00:00+00:00,2 - 0,aster,1400.0,1400.0
3373,monstars,riot squad,2019-11-07 02:00:00+00:00,0 - 1,riot squad,1333.9725353197593,1440.7397731296978
3374,intz,rugratz,2019-11-07 02:00:00+00:00,1 - 0,intz,1517.488491646912,1400.0
3375,just swing,big frames,2019-11-07 01:00:00+00:00,0 - 1,big frames,1305.0137142044011,1339.9791355784407
3376,peeker's advantage,rugratz,2019-11-07 01:00:00+00:00,0 - 1,rugratz,1267.3800377229954,1400.0
3377,peeker's advantage,livid,2019-11-06 02:00:00+00:00,0 - 1,livid,1282.2811318373767,1335.148152893227
3378,the quest,just swing,2019-11-06 02:00:00+00:00,1 - 0,the quest,1373.786852689078,1318.682821916896
3379,ben's anime,intz,2019-11-06 02:00:00+00:00,1 - 0,ben's anime,1508.9052400390747,1494.711722738982
3380,the quest,big frames,2019-11-05 03:00:00+00:00,1 - 0,the quest,1373.786852689078,1354.0888673354207
3381,livid,just swing,2019-11-05 02:00:00+00:00,0 - 1,just swing,1335.148152893227,1318.682821916896
3382,the quest,ben's anime,2019-11-05 02:00:00+00:00,1 - 0,the quest,1373.786852689078,1508.9052400390747
3383,pc419,jade,2019-11-04 10:00:00+00:00,1 - 0,pc419,1408.160141921599,1419.7551324922845
3384,demise,phoenix,2019-11-04 18:00:00+00:00,0 - 1,phoenix,1366.2529957001143,1354.3886508528392
3385,august,5power,2019-11-07 07:30:00+00:00,2 - 0,august,1427.213659087455,1355.3113515443144
3386,invictus,5power,2019-11-07 05:00:00+00:00,0 - 2,5power,1389.1171656755387,1355.3113515443144
3387,mvp pk,august,2019-11-05 13:40:00+00:00,1 - 2,august,1294.5958342930626,1400.0
3388,5power,onethree,2019-11-06 06:00:00+00:00,2 - 0,5power,1284.712228638563,1360.4183239682968
3389,invictus,mith.maple,2019-11-06 04:00:00+00:00,2 - 0,invictus,1393.1911719608006,1400.0
3390,boot,august,2019-11-05 11:00:00+00:00,0 - 2,august,1289.1525102095156,1400.0
3391,mvp pk,lucid dream,2019-11-05 08:00:00+00:00,2 - 0,mvp pk,1294.5958342930626,1452.3393912712152
3392,nemiga,phoenix,2019-11-06 17:00:00+00:00,1 - 0,nemiga,1397.6227887398989,1389.3413949930953
3393,pact,ago,2019-11-04 19:00:00+00:00,1 - 0,pact,1437.1263928413352,1406.4784084700098
3394,havu,tricked,2019-11-07 16:00:00+00:00,1 - 0,havu,1461.7503880599106,1545.6706856704861
3395,gamerlegion,ago,2019-11-04 18:00:00+00:00,1 - 0,gamerlegion,1365.1978244859233,1406.4784084700098
3396,pact,movistar riders,2019-11-04 18:00:00+00:00,0 - 1,movistar riders,1437.1263928413352,1364.7999907733026
3397,tricked,spirit,2019-11-04 17:00:00+00:00,1 - 0,tricked,1539.9799972952583,1432.7838563908206
3398,havu,ago,2019-11-04 16:00:00+00:00,1 - 0,havu,1481.2376700945645,1406.4784084700098
3399,forze,spirit,2019-11-04 16:00:00+00:00,0 - 1,spirit,1552.2118916355644,1432.7838563908206
3400,havu,illuminar,2019-11-04 14:00:00+00:00,1 - 0,havu,1481.2376700945645,1425.4713947577836
3401,nemiga,forze,2019-11-04 14:00:00+00:00,0 - 1,forze,1416.7814246826813,1552.2118916355644
3402,zooweemama,chiefs,2019-11-04 11:00:00+00:00,0 - 1,chiefs,1282.107684843885,1609.234588809352
3403,bizarre,ground zero,2019-11-04 09:00:00+00:00,0 - 1,ground zero,1276.775568098587,1430.4043813697565
3404,big,gamerlegion,2019-11-03 18:40:00+00:00,2 - 1,big,1423.0171390300645,1365.1978244859233
3405,big,illuminar,2019-11-03 14:20:00+00:00,2 - 1,big,1423.0171390300645,1425.4713947577836
3406,virtus.pro,gamerlegion,2019-11-03 14:20:00+00:00,1 - 2,gamerlegion,1324.5810791824545,1365.1978244859233
3407,illuminar,hellraisers,2019-11-03 11:00:00+00:00,2 - 0,illuminar,1425.4713947577836,1422.2085309055515
3408,big,nordavind,2019-11-03 11:00:00+00:00,2 - 0,big,1423.0171390300645,1362.0970046894354
3409,aristocracy,gamerlegion,2019-11-03 11:00:00+00:00,1 - 2,gamerlegion,1451.3456850924144,1365.1978244859233
3410,virtus.pro,opaa,2019-11-03 11:00:00+00:00,2 - 0,virtus.pro,1324.5810791824545,1400.0
3411,grayhound,alpha red,2019-11-03 09:10:00+00:00,2 - 1,grayhound,1624.4394631962386,1350.026628286197
3412,grayhound,absolute,2019-11-03 02:30:00+00:00,2 - 0,grayhound,1624.4394631962386,1421.6855358540568
3413,alpha red,bren,2019-11-03 02:55:00+00:00,2 - 1,alpha red,1350.026628286197,1400.0
3414,yalla,copenhagen flames,2019-11-04 19:00:00+00:00,0 - 2,copenhagen flames,1400.0,1498.5047777611248
3415,illuminar,movistar riders,2019-11-01 21:20:00+00:00,1 - 2,movistar riders,1425.4713947577836,1364.7999907733026
3416,100 thieves,ence,2019-11-07 04:00:00+00:00,2 - 0,100 thieves,1400.0,1562.6839738019298
3417,cr4zy,movistar riders,2019-11-01 15:00:00+00:00,0 - 1,movistar riders,1536.2600613086317,1364.7999907733026
3418,movistar riders,gamerlegion,2019-11-01 14:00:00+00:00,1 - 0,movistar riders,1364.7999907733026,1365.1978244859233
3419,forze,pro100,2019-10-31 18:00:00+00:00,1 - 0,forze,1552.2118916355644,1329.539888654677
3420,tricked,pact,2019-10-31 18:00:00+00:00,1 - 0,tricked,1539.9799972952583,1437.1263928413352
3421,pro100,pact,2019-10-31 17:00:00+00:00,1 - 0,pro100,1329.539888654677,1437.1263928413352
3422,heretics,movistar riders,2019-10-31 17:00:00+00:00,1 - 0,heretics,1310.8003745394603,1364.7999907733026
3423,genuine,syf,2019-10-31 11:00:00+00:00,0 - 1,syf,1475.3274616482631,1411.5582932435289
3424,pc419,genuine,2019-10-31 10:00:00+00:00,0 - 1,genuine,1408.160141921599,1475.3274616482631
3425,genuine,ground zero,2019-10-31 09:00:00+00:00,0 - 1,ground zero,1475.3274616482631,1430.4043813697565
3426,grayhound,ahq,2019-11-02 06:30:00+00:00,2 - 0,grayhound,1624.4394631962386,1400.0
3427,frostfire,grayhound,2019-11-02 03:00:00+00:00,0 - 2,grayhound,1334.5807901982862,1624.4394631962386
3428,nasr,laze,2019-11-02 03:00:00+00:00,2 - 0,nasr,1322.8231608045876,1400.0
3429,bren,ahq,2019-11-02 03:00:00+00:00,2 - 0,bren,1400.0,1400.0
3430,ahq,nasr,2019-11-01 11:00:00+00:00,0 - 2,nasr,1400.0,1322.8231608045876
3431,laze,bren,2019-11-01 08:05:00+00:00,0 - 2,bren,1400.0,1400.0
3432,ahq,frostfire,2019-11-01 08:05:00+00:00,0 - 2,frostfire,1400.0,1334.5807901982862
3433,nasr,grayhound,2019-11-01 07:50:00+00:00,0 - 2,grayhound,1322.8231608045876,1624.4394631962386
3434,absolute,let's quit,2019-11-02 06:30:00+00:00,2 - 0,absolute,1421.6855358540568,1400.0
3435,syntax,ikarus,2019-11-02 06:30:00+00:00,2 - 0,syntax,1400.0,1400.0
3436,alpha red,boom,2019-11-02 06:30:00+00:00,2 - 0,alpha red,1350.026628286197,1400.0
3437,absolute,ikarus,2019-11-02 03:00:00+00:00,2 - 0,absolute,1421.6855358540568,1400.0
3438,alpha red,syntax,2019-11-02 03:00:00+00:00,2 - 0,alpha red,1350.026628286197,1400.0
3439,ikarus,alpha red,2019-11-01 11:00:00+00:00,0 - 2,alpha red,1400.0,1350.026628286197
3440,boom,absolute,2019-11-01 11:00:00+00:00,0 - 2,absolute,1400.0,1421.6855358540568
3441,alpha red,let's quit,2019-11-01 07:50:00+00:00,2 - 0,alpha red,1350.026628286197,1400.0
3442,boom,ikarus,2019-11-01 08:05:00+00:00,2 - 0,boom,1400.0,1400.0
3443,absolute,syntax,2019-11-01 08:05:00+00:00,2 - 0,absolute,1421.6855358540568,1400.0
3444,alpha red,absolute,2019-11-01 04:40:00+00:00,2 - 0,alpha red,1350.026628286197,1421.6855358540568
3445,boom,syntax,2019-11-01 03:30:00+00:00,2 - 0,boom,1400.0,1400.0
3446,evil geniuses,faze,2019-11-08 09:05:00+00:00,1 - 2,faze,1665.98068913607,1591.199901611487
3447,evil geniuses,tyloo,2019-11-08 04:00:00+00:00,2 - 0,evil geniuses,1665.98068913607,1475.3699354033865
3448,faze,vitality,2019-11-08 04:00:00+00:00,1 - 2,vitality,1591.199901611487,1601.5662521873337
3449,faze,evil geniuses,2019-11-07 06:55:00+00:00,2 - 0,faze,1591.199901611487,1665.98068913607
3450,vitality,tyloo,2019-11-07 06:40:00+00:00,2 - 0,vitality,1601.5662521873337,1475.3699354033865
3451,100 thieves,ence,2019-11-08 06:40:00+00:00,2 - 0,100 thieves,1400.0,1562.6839738019298
3452,vici,ence,2019-11-07 09:50:00+00:00,1 - 2,ence,1410.8340880887727,1562.6839738019298
3453,astralis,100 thieves,2019-11-07 09:40:00+00:00,2 - 0,astralis,1741.6523801238793,1400.0
3454,astralis,vici,2019-11-07 04:00:00+00:00,2 - 0,astralis,1741.6523801238793,1410.8340880887727
3455,100 thieves,astralis,2019-11-10 07:30:00+00:00,0 - 3,astralis,1400.0,1741.6523801238793
3456,vitality,100 thieves,2019-11-09 06:00:00+00:00,1 - 2,100 thieves,1601.5662521873337,1400.0
3457,astralis,faze,2019-11-09 10:05:00+00:00,2 - 0,astralis,1741.6523801238793,1591.199901611487
3458,zooweemama,mc,2019-10-30 12:00:00+00:00,0 - 1,mc,1282.107684843885,1426.8440810190934
3459,mc,buckets,2019-10-30 10:00:00+00:00,1 - 0,mc,1407.8814786281564,1231.1761554956415
3460,mousesports,heroic,2019-10-31 19:00:00+00:00,0 - 2,heroic,1557.2170704437442,1521.6416857563809
